id,text,timestamp,user,platform,likes,comments_count,video_views,is_video,image_url,post_url,account_followers,account_verified,year,month,day,hour,day_of_week,is_weekend,hashtags,mentions
DP7OucyiWKZ,"Humano Seguros lanzó oficialmente el Premio Humano Seguros de Seguridad Vial 🚗🙌

Este reconocimiento busca impulsar acciones por una movilidad más segura y contribuir a salvar vidas, así que si eres parte de una iniciativa que promueve la seguridad vial, esta es tu oportunidad de postular y ser parte del cambio 🤩

Súmate y transformemos juntos la cultura vial del país 🙏🏽

🔹Postulaciones abiertas hasta el 31 de mayo de 2026
🔗Obtén mas información en premios.humanoseguros.com

#PremioHumanoSeguros #SeguridadVialRD #MovilidadSegura",2025-10-17 21:41:06,accidentes_rd,instagram,113,7,2578,True,https://scontent.cdninstagram.com/v/t51.71878-15/566187233_1142899031256800_205747732003562065_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=101&ig_cache_key=Mzc0NTY1MjI3OTc0ODQyMDI0OQ%3D%3D.3-ccb1-7&ccb=1-7&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjY0MHgxMTM2LnNkci5DMyJ9&_nc_ohc=ZYQQ3k5PCUcQ7kNvwGkxRXY&_nc_oc=AdkmkDgeExvCqeGp5m2EMBZA6pJ7oTOdLQTgyqDv97Rk8TUyvLNAxIihtUsW_L1DYymvNpwpMEz3zwfZoLtkD3G_&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent.cdninstagram.com&_nc_gid=unUtpbCKh8eFVIN_VL-Lqw&oh=00_Afg5q_PVCiaY8BeigiSBb8XTD6m_nYSIYWABoj0mrz3ZbA&oe=69133A9A,https://instagram.com/p/DP7OucyiWKZ,717513,True,2025,10,17,21,Friday,False,"premiohumanoseguros, seguridadvialrd, movilidadsegura",
DQuLqMDkVTB,"Vehículo incendiado en la avenida Olímpica, La Barranquita.",2025-11-06 16:24:25,accidentes_rd,instagram,91,3,4481,True,https://scontent.cdninstagram.com/v/t51.71878-15/576081610_1481683889731000_8108735458581451430_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=101&ig_cache_key=Mzc1OTk5NDAxNjU3NTM0NTg1Nw%3D%3D.3-ccb1-7&ccb=1-7&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjY0MHgxMTM4LnNkci5DMyJ9&_nc_ohc=AZqYyxTW2z4Q7kNvwHiteKr&_nc_oc=AdlRcPI5DqXusmQDmyiM43U3g4kunlOhcTkg1uKUBX3LJ4wmTDvPdzJNEY2YkMexmkcDTkuHTpSsCUx8Lq9ENnQc&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent.cdninstagram.com&_nc_gid=unUtpbCKh8eFVIN_VL-Lqw&oh=00_AfisyBUeXkE6X3vv3X9BveA1r41MmJfmY454UsOD4Y7Bbg&oe=69135011,https://instagram.com/p/DQuLqMDkVTB,717513,True,2025,11,6,16,Thursday,False,,
DQsVBEODasY,"El Gabinete de Transporte, anuncia mejoras el tránsito de hasta un 30% en la velocidades de desplazamientos, luego de la primera etapa del proyecto “RD se Mueve@ , el mismo que restringe el giro a la izquierda y otras medidas para mejorar el tránsito. 

¿Has sentido esta mejoría en el tránsito?",2025-11-05 23:10:14,accidentes_rd,instagram,300,175,10887,True,https://scontent.cdninstagram.com/v/t51.71878-15/573154473_1162285959209574_8137193402677877497_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=105&ig_cache_key=Mzc1OTQ3MjIyMTE3NDQ3NTU0NA%3D%3D.3-ccb1-7&ccb=1-7&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjY0MHgxMTM2LnNkci5DMyJ9&_nc_ohc=H4leFaLHhoUQ7kNvwGOb6iq&_nc_oc=AdlK2E3Z7K2LejNO1ogLutOo4D8phLGDEkL7BkraOEUitYwlJEime5WD6PjcY6pE5oQZoNgZV4ydTXb7NjL_j0mE&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent.cdninstagram.com&_nc_gid=unUtpbCKh8eFVIN_VL-Lqw&oh=00_AfgkP-gyiyZNGSI2iOT11jckK-mijTHJX7JAAESCHhCjxg&oe=69136BC6,https://instagram.com/p/DQsVBEODasY,717513,True,2025,11,5,23,Wednesday,False,,
DQsOa4biUGp,"Accidente registrado en el puente Juan Carlos, rampa en dirección hacia la avenida España.",2025-11-05 22:10:14,accidentes_rd,instagram,139,3,5928,True,https://scontent.cdninstagram.com/v/t51.71878-15/572580385_796534313359439_8050891860249362790_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=108&ig_cache_key=Mzc1OTQ0MzIwODg5NjU5NDM0NQ%3D%3D.3-ccb1-7&ccb=1-7&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjY0MHgxMTM4LnNkci5DMyJ9&_nc_ohc=rWw6v8PeLmkQ7kNvwEZXFlp&_nc_oc=AdkG40BxBfw3_MxXRUtqjGZ3Wzqj4OVOMD2hUBRgKXXtegBZXv8s20dfMoKh8874GhKp-Rz-03F1jUyhDcvwFrCu&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent.cdninstagram.com&_nc_gid=unUtpbCKh8eFVIN_VL-Lqw&oh=00_AfjJ3m8yAFOWeqq5DPDXDKZdOma72t_s1RCk6qhWhZjDwA&oe=69136601,https://instagram.com/p/DQsOa4biUGp,717513,True,2025,11,5,22,Wednesday,False,,
DQsOErsidq8,"Accidente registrado en la autopista, Juan Pablo Duarte kilómetro 13.",2025-11-05 22:06:51,accidentes_rd,instagram,425,29,21018,True,https://scontent.cdninstagram.com/v/t51.71878-15/575224922_2530052514047716_5463714121840096140_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=107&ig_cache_key=Mzc1OTQ0MTY4MzM5NDcxNDMwMA%3D%3D.3-ccb1-7&ccb=1-7&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjY0MHgxMTM4LnNkci5DMyJ9&_nc_ohc=bBzuZgwR5U0Q7kNvwGV3iyY&_nc_oc=AdncK325jNdIWQi6XjZ0_ciIwrIzQlEZgweprqxam4zRZP2x0cFvleEL-dkIVOQ25AqOfrklEchmMUSL40EJyf6Q&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent.cdninstagram.com&_nc_gid=unUtpbCKh8eFVIN_VL-Lqw&oh=00_Afgu6MWmeXR6jy_UOGmxNTLEtAJoiz-4gF3a1t1EKXtg_Q&oe=69135099,https://instagram.com/p/DQsOErsidq8,717513,True,2025,11,5,22,Wednesday,False,,
DQsN1r9iVU6,Accidente registrado en la circunvalación Santo Domingo.,2025-11-05 22:05:17,accidentes_rd,instagram,79,1,3811,True,https://scontent.cdninstagram.com/v/t51.71878-15/574261223_2015024472685474_4791639587842522907_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=109&ig_cache_key=Mzc1OTQ0MDY1Mjg4Nzc0MTc1NA%3D%3D.3-ccb1-7&ccb=1-7&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjY0MHgxMTM4LnNkci5DMyJ9&_nc_ohc=jf3gsDePdlMQ7kNvwHJrQE2&_nc_oc=Adn1MUC7R8kUl12Kgb7npof9nsCnODDDII4_lkEUHqObLBjhOqg5EdJ-8AK9ZAesTUCX296EyZcoxV-jpyblIwCi&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent.cdninstagram.com&_nc_gid=vMUFb5kxrclhYTmR-vVuTA&oh=00_AfihglAw5D_JbJoYrhXAI9njhe-WeUbrqhKEGOQhs6OkaA&oe=69136F08,https://instagram.com/p/DQsN1r9iVU6,717513,True,2025,11,5,22,Wednesday,False,,
DQpj6oWidJT,Accidente registrado en el Paso a Desnivel de la avenida Isabel Aguiar.,2025-11-04 21:21:34,accidentes_rd,instagram,1598,239,62148,True,https://scontent.cdninstagram.com/v/t51.71878-15/573046794_1145768534403189_8114748010710448645_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=100&ig_cache_key=Mzc1ODY5MzMyNDcwMjczMjg4Mw%3D%3D.3-ccb1-7&ccb=1-7&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjY0MHgxMTM4LnNkci5DMyJ9&_nc_ohc=BULUBF39bz4Q7kNvwElt4Fx&_nc_oc=AdnChHKnK7VvSTiobPE8Gzjyl-gQiHht5ZDpl0Ll-sYtOJU2k46PLqTmQQ5yn_Gb-J7z606WucE_XgbGjIhqUNkP&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent.cdninstagram.com&_nc_gid=vMUFb5kxrclhYTmR-vVuTA&oh=00_AfjtoyzegcVlII6mYpyXwmPhLDnN_HwrPmfn8Nh4dQ56Xg&oe=69136CBF,https://instagram.com/p/DQpj6oWidJT,717513,True,2025,11,4,21,Tuesday,False,,
DQpjiv9iQGD,"Accidente registrado en la Av. Máximo Gomez, próximo APEC DISTRACCIÓN???",2025-11-04 21:16:57,accidentes_rd,instagram,1755,366,52347,True,https://scontent.cdninstagram.com/v/t51.71878-15/573048302_1523051612356164_1404220588230750114_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=105&ig_cache_key=Mzc1ODY5MTY4MzYwNTc0MTk1NQ%3D%3D.3-ccb1-7&ccb=1-7&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjY0MHgxMTM2LnNkci5DMyJ9&_nc_ohc=x-cB-oz4Sl4Q7kNvwEesPrO&_nc_oc=Adny1LMUQhOhZbMDxG_7a9fwZ_JRo_fDumoGqrlgVEhLVM3VJnQ4qAycfbpv41JeJD8BdILJZLmqdJ5wz4N7qEkr&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent.cdninstagram.com&_nc_gid=vMUFb5kxrclhYTmR-vVuTA&oh=00_AfhgvzDolhVywy0SRBAvQZ11ZbOcM_XKqOM6fty3g_0-qA&oe=69135307,https://instagram.com/p/DQpjiv9iQGD,717513,True,2025,11,4,21,Tuesday,False,,
DQokAz5EcOo,Accidente registrado en la avenida Ecológica.,2025-11-04 12:01:31,accidentes_rd,instagram,91,5,3372,True,https://scontent.cdninstagram.com/v/t51.71878-15/572612338_2017400659108732_2986206313889135622_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=104&ig_cache_key=Mzc1ODQxMjI3NDQzMzM3NzE5Mg%3D%3D.3-ccb1-7&ccb=1-7&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjY0MHgxMTM4LnNkci5DMyJ9&_nc_ohc=O28A4f7_hPIQ7kNvwH0YucM&_nc_oc=AdkeuuRYJuLP0fkbNwlhedj35AlOuuUxD8ahEDQSogzzpEQdRkyy_Jx_DEBiXPvHulk4Y7tKuuQS_zy5pBqbFZUT&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent.cdninstagram.com&_nc_gid=vMUFb5kxrclhYTmR-vVuTA&oh=00_Afhw9kuZG6ueSNMf15h7XkvxOnyzsa-v9FM5n0ecnC46GA&oe=6913656C,https://instagram.com/p/DQokAz5EcOo,717513,True,2025,11,4,12,Tuesday,False,,
DQodq78kTAf,"Accidente registrado en la avenida Ecológica, Santo Domingo, Este.",2025-11-04 11:06:21,accidentes_rd,instagram,219,26,9764,True,https://scontent.cdninstagram.com/v/t51.71878-15/573565340_715348901041535_2502489501353764622_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=104&ig_cache_key=Mzc1ODM4NDM4Mjk3NDQzOTQ1NQ%3D%3D.3-ccb1-7&ccb=1-7&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjY0MHgxMTM4LnNkci5DMyJ9&_nc_ohc=Pat4nvITe0EQ7kNvwGWVu3M&_nc_oc=AdnFwgx1_HHBwcnw4NaHcaBJmGY8MTOYhM7axW2P3pu7E2Nk6ufdOU-Gc6A-TJ9am7Hbw-O7adY8pTY7Mh0PgF7g&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent.cdninstagram.com&_nc_gid=vMUFb5kxrclhYTmR-vVuTA&oh=00_AfjxeETNcjjJIyq8BmDk7b8L43XN04lgMHtH7yY_GUYJXQ&oe=691349CF,https://instagram.com/p/DQodq78kTAf,717513,True,2025,11,4,11,Tuesday,False,,
DQmcwZdEVHz,"En Schertz, Texas, un tren chocó con un camión de carga que transportaba automóviles y que, según autoridades, se había detenido en el lado sur de las vías.
A pesar del gran impacto, no se registraron heridos y el ferrocarril no se descarriló.
En un comunicado, la policía de la ciudad recordó a los residentes que “es fundamental obedecer las señales de advertencia en los cruces ferroviarios”
“Recuerde siempre detenerse, mirar y escuchar. 

Fuente @telemundo",2025-11-03 16:20:47,accidentes_rd,instagram,1504,105,60945,True,https://scontent.cdninstagram.com/v/t51.71878-15/576008136_4259015090976691_7330622241378969198_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=110&ig_cache_key=Mzc1NzgxNzQxMDI1NTY3MTc5NQ%3D%3D.3-ccb1-7&ccb=1-7&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjY0MHgxMTM2LnNkci5DMyJ9&_nc_ohc=ImwsgRVDyj8Q7kNvwHm8J7o&_nc_oc=AdnfdOs43xUdSoxbH4W6iLP3QLoliEsARz0dYYaO85aM3an4UjGnS12sjDSkBVPBI8cKVmoL4x-xIFrJ41v_-0mw&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent.cdninstagram.com&_nc_gid=vMUFb5kxrclhYTmR-vVuTA&oh=00_AfjCLdvAITwnbpV9_SjGVGB5S0FRIPH60zkEI2r3QDdQqA&oe=691342AF,https://instagram.com/p/DQmcwZdEVHz,717513,True,2025,11,3,16,Monday,False,,telemundo
DQmBxF9jSZ3,Accidente registrado en la avenida George Washington.,2025-11-03 12:23:51,accidentes_rd,instagram,610,103,13171,True,https://scontent.cdninstagram.com/v/t51.71878-15/571858511_796804516561577_5184880226095571046_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=106&ig_cache_key=Mzc1NzY5ODcxMDc4OTQ5ODQ4Nw%3D%3D.3-ccb1-7&ccb=1-7&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjY0MHgxMTM4LnNkci5DMyJ9&_nc_ohc=h3yIPe6aegMQ7kNvwGNe_j_&_nc_oc=Adk7gnzKO6SiEklsDv7etD2C6DzJ4ukejvnqRD0V1SgcXyDgmdqhURkd_gby8vye_sSjemlGkubWQRFhfhf8Uk5N&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent.cdninstagram.com&_nc_gid=vMUFb5kxrclhYTmR-vVuTA&oh=00_AfhrOFvpVGwkXu4_HIXkIgX2pkxPp3N8KOMstzshlyVb3g&oe=69135641,https://instagram.com/p/DQmBxF9jSZ3,717513,True,2025,11,3,12,Monday,False,,
DQmBYMJDYU2,"Vehículo incendiado en la República de Colombia, próximo a pricesmart. 

En el lugar se encuentran unidades del Sistema Nacional de Atención a Emergencias y seguridad 9-1-1",2025-11-03 12:20:46,accidentes_rd,instagram,499,11,19908,True,https://scontent.cdninstagram.com/v/t51.71878-15/572773578_1370746011323050_8876876819048608575_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=103&ig_cache_key=Mzc1NzY5Njk5OTQzNzk5MzI3MA%3D%3D.3-ccb1-7&ccb=1-7&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjY0MHgxMTM4LnNkci5DMyJ9&_nc_ohc=Z1Ji5YeAhQEQ7kNvwFAAuBA&_nc_oc=AdlpLqGaUqfXpYtAFBp3GgidvyghovMnsUKsfSv9xJx_uqWvf0hryZKGcS22xh5HNOkVvQeLsYLqmHNTkNeCpjCZ&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent.cdninstagram.com&_nc_gid=PjPA3m2fQGQo9zl2HhuhYg&oh=00_AfjN-BchlNednsLYc-DC1s4BraOEXzqhBM9uxKrtGdC8uA&oe=6913683B,https://instagram.com/p/DQmBYMJDYU2,717513,True,2025,11,3,12,Monday,False,,
DQkzByvjcgy,Accidente registrado en el Expreso Quinto Centenario.,2025-11-03 00:55:53,accidentes_rd,instagram,614,21,26989,True,https://scontent.cdninstagram.com/v/t51.71878-15/573237554_1564387124573072_6636404739955796285_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=109&ig_cache_key=Mzc1NzM1MjQxMjcxMDI5MTUwNg%3D%3D.3-ccb1-7&ccb=1-7&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjY0MHgxMTM4LnNkci5DMyJ9&_nc_ohc=www5B634JEkQ7kNvwHCGd5O&_nc_oc=Adn62_M16u-k-3n-goyvamrVBCHWG5AaRhpHtY18nuzHDMfOatur-RgpHZjS6cs2HCgNwh1RNzszPj1j39kheQOw&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent.cdninstagram.com&_nc_gid=PjPA3m2fQGQo9zl2HhuhYg&oh=00_AfhjtlQhfvGf1vXDIXDzFBkfBZ99qKI7Eyps3RUoz3L86A&oe=69136CC3,https://instagram.com/p/DQkzByvjcgy,717513,True,2025,11,3,0,Monday,False,,
DQjnLzqjZRv,Accidente registrado en la avenida Prolongación 27 de Febrero. #,2025-11-02 13:53:03,accidentes_rd,instagram,512,22,19822,True,https://scontent.cdninstagram.com/v/t51.71878-15/573174745_837766088725757_5329084208805381450_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=108&ig_cache_key=Mzc1NzAxODg0OTM2MDA1NzQ1NQ%3D%3D.3-ccb1-7&ccb=1-7&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjY0MHgxMTM2LnNkci5DMyJ9&_nc_ohc=jz7OYa7RoEwQ7kNvwGfv1w7&_nc_oc=AdkYd7Q-kBoSwy9LsJ0elEMdBgj_B4Zp-wRQxn4vo1DnMIKsdHK9fUU1ZlNvtPH3q_ZVk53E_SVi7bELgldrhRf1&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent.cdninstagram.com&_nc_gid=PjPA3m2fQGQo9zl2HhuhYg&oh=00_AfigAR5fTCC9FWkXSlLVJQYzs4upxaL48EC9rzr6vyaJrw&oe=69135396,https://instagram.com/p/DQjnLzqjZRv,717513,True,2025,11,2,13,Sunday,True,,
DQib0_ojW0V,Accidente registrado en la autopista Juan Pablo Duarte.,2025-11-02 02:55:06,accidentes_rd,instagram,641,49,21746,True,https://scontent.cdninstagram.com/v/t51.71878-15/572639091_1325230746013420_65916854231490886_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=105&ig_cache_key=Mzc1NjY4NzQyODE3NTA5NzEwOQ%3D%3D.3-ccb1-7&ccb=1-7&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjY0MHgxMTM2LnNkci5DMyJ9&_nc_ohc=7Rphp0erWBgQ7kNvwEAWyCn&_nc_oc=Adk_cQ0voxGwoYadaFz7hT0rtk7mcfNTxLq6CZX_GFO04DHv1Qzzq4X1acsSRjhj15DWurgsQt7u_dZhYF40CFV0&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent.cdninstagram.com&_nc_gid=PjPA3m2fQGQo9zl2HhuhYg&oh=00_AfiPBG5MZ_5Nm5Yw95ED2lQZKEmaTdIqYNMM2rUjzyAGFg&oe=69133F80,https://instagram.com/p/DQib0_ojW0V,717513,True,2025,11,2,2,Sunday,True,,
DQiYKOvjc-M,Accidente registrado en la autopista Duarte próximo a la avenida Monumetal.,2025-11-02 02:22:36,accidentes_rd,instagram,221,1,13766,True,https://scontent.cdninstagram.com/v/t51.71878-15/571988095_1353430466288481_3304113096450478361_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=104&ig_cache_key=Mzc1NjY3MTI5NTMyMTY1NzIyOA%3D%3D.3-ccb1-7&ccb=1-7&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjY0MHgxMTM4LnNkci5DMyJ9&_nc_ohc=M7r5ewqWsRsQ7kNvwHe9EaF&_nc_oc=Adm-mvnK9D282r0qJ8W4TG0HUgD55zSZ2XrgR4Sr5jfjDWq2oVK_LHg72Txc95FfJaQuJZxKGNIMyvs0eS145SBf&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent.cdninstagram.com&_nc_gid=PjPA3m2fQGQo9zl2HhuhYg&oh=00_AfgQbpyX2pihgwnfeiuSkWNwW5LEUpNstqiLpuSMdnM0gg&oe=691344D8,https://instagram.com/p/DQiYKOvjc-M,717513,True,2025,11,2,2,Sunday,True,,
DQiXjVTjb46,Accidente registrado en a el Túnel de Las Américas.,2025-11-02 02:17:16,accidentes_rd,instagram,387,22,25817,True,https://scontent.cdninstagram.com/v/t51.71878-15/573803938_1402206748140836_980706201263209037_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=110&ig_cache_key=Mzc1NjY2ODYyMjMwODQ5MDgxMA%3D%3D.3-ccb1-7&ccb=1-7&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjY0MHgxMTM2LnNkci5DMyJ9&_nc_ohc=Rcx27DKCZ94Q7kNvwE4Jnpi&_nc_oc=AdkRTzBTF4c7vjywhlZ_MMGRJO3A9WsFK7gWU02dh_ZFNmapA1nKsH45fwv-yNlJu4_tIkWUQc1NWMZnolMPWzvZ&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent.cdninstagram.com&_nc_gid=PjPA3m2fQGQo9zl2HhuhYg&oh=00_AfhH8odtzcpz172fuHNfknRMTSbcqOtTFaKQtjVNSuiHWw&oe=691344F8,https://instagram.com/p/DQiXjVTjb46,717512,True,2025,11,2,2,Sunday,True,,
DQhcRYeCdMX,Accidente registrado en la autopista Duarte.,2025-11-01 17:39:05,accidentes_rd,instagram,196,8,11204,True,https://scontent.cdninstagram.com/v/t51.71878-15/573141028_2094042741420328_5892493009717354628_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=107&ig_cache_key=Mzc1NjQwNzkwNDAxMDg4Mzg2Mw%3D%3D.3-ccb1-7&ccb=1-7&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjY0MHgxMTM4LnNkci5DMyJ9&_nc_ohc=BVYP-U-c9zQQ7kNvwGvfXY2&_nc_oc=AdnULem4eeKXF5PcDWoc3Xg_1M72qbJoezHB7-QrSGdYTM8fhT8EhaqEGdjT1hS5R1TpD0R_e0zMxnGEaQS_DwCw&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent.cdninstagram.com&_nc_gid=PjPA3m2fQGQo9zl2HhuhYg&oh=00_AfhUi1YqQkDzpMo1V0alnIBIAb5_Zn64m89CCV8dyAluUQ&oe=69135E60,https://instagram.com/p/DQhcRYeCdMX,717512,True,2025,11,1,17,Saturday,True,,
DQhb3-siRzw,"Accidente registrado en la calle General Leger, San Cristóbal.

En el lugar se encuentran unidades del Sistema Nacional de Atención a Emergencias y seguridad 9-1-1",2025-11-01 17:35:47,accidentes_rd,instagram,457,19,36684,True,https://scontent.cdninstagram.com/v/t51.82787-15/574259100_18346280950205098_6443904787970694276_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=106&ig_cache_key=Mzc1NjQwNjE1ODM0OTkwMTA0MDE4MzQ2MjgwOTQ0MjA1MDk4.3-ccb1-7&ccb=1-7&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjU0MHg5NjAuc2RyLkMzIn0%3D&_nc_ohc=C3Cyc1s0ZPUQ7kNvwHl9Am5&_nc_oc=AdmQU55K0cITlZIog-ZOj7zQYazrPNa88F6bxEOrFyVCIo8nAScUysETzuT33MOI8_cN3TOhWhKw6SXerBb67g33&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent.cdninstagram.com&_nc_gid=PjPA3m2fQGQo9zl2HhuhYg&oh=00_AfiWr8hz1bClNk5sv9atKzqtEIbv4ZhqdU9d8YGCmI2sGQ&oe=691359AB,https://instagram.com/p/DQhb3-siRzw,717512,True,2025,11,1,17,Saturday,True,,
DQfgxhzDUtU,"🚗💥 Nos trasladamos al Estadio Quisqueya, gracias a @HyundaiRD, para compartir con la fanaticada del Licey y las Águilas la experiencia del simulador de choque.
Nuestro objetivo: promover el uso del cinturón de seguridad y el respeto a los límites de velocidad. 🛑⚠️",2025-10-31 23:40:25,accidentes_rd,instagram,297,11,5247,True,https://scontent.cdninstagram.com/v/t51.71878-15/571231532_1120565329849085_5347714724708774064_n.jpg?stp=dst-jpegr_e15_tt6&_nc_cat=100&ig_cache_key=Mzc1NTg2NDc1NTI4Mjk4Nzg2MA%3D%3D.3-ccb1-7&ccb=1-7&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjY0MHgxMTM2Lmhkci5DMyJ9&_nc_ohc=i6r6_sNGjwYQ7kNvwEZhVSf&_nc_oc=Adl9sa6KlTS5m2kcoNk-b-p3iuH48EG8kKcpNtj_zYPxRU_qw860PAh2eIMP1aXdwOuoqBMUU3XdMjtV4kJvwakB&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&se=-1&_nc_ht=scontent.cdninstagram.com&_nc_gid=PjPA3m2fQGQo9zl2HhuhYg&oh=00_AfiEsYKtlNfeiElErwvni3cZDCF5NvfJktjiX9fwND8quw&oe=69137025,https://instagram.com/p/DQfgxhzDUtU,717512,True,2025,10,31,23,Friday,False,,hyundaird
DQeGsrvDgQb,Accidente registrado en la autopista Las Américas entrada al Túnel Direccion Este - Oeste.,2025-10-31 10:33:13,accidentes_rd,instagram,66,4,3456,True,https://scontent.cdninstagram.com/v/t51.71878-15/572682825_1527733055227095_1467461413917584498_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=102&ig_cache_key=Mzc1NTQ2ODU5ODE2OTk2MTQ5OQ%3D%3D.3-ccb1-7&ccb=1-7&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjY0MHgxMTM4LnNkci5DMyJ9&_nc_ohc=EfmTjrJibwQQ7kNvwF09buW&_nc_oc=AdkPZ1Y7RwAL5y5ul41H6MHSyrAsLzjF7b2WFV4Q5UX9APWOxKtpTdYldISfJEjO5jRflxyiAisQbw3apSesXHmE&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent.cdninstagram.com&_nc_gid=PjPA3m2fQGQo9zl2HhuhYg&oh=00_AfjNINILqiTFpRFZ2JrvxoNChGQ5IA7WiioEcHKnTZ5whQ&oe=691353B7,https://instagram.com/p/DQeGsrvDgQb,717512,True,2025,10,31,10,Friday,False,,
